rank,word_fr,word_en,tag,phrase_fr,phrase_en
4653,solaire,solar,adj(f), nous pensons que le système solaire est issu d'une étoile , we think the solar system emerged from a star
4654,secrétariat,"secretaryship, secretariat, secretarial offices, secretary's office",nm, les clés seront au secrétariat , the keys are at the secretary's office 
4655,mou,soft,"adj,nm", je devenais froide et molle comme un vieux cadavre , I became cold and soft like an old cadaver
4656,venger,"to avenge, take revenge",v, tu t'es vengé. réjouis-toi avant d'oublier , you got your revenge. enjoy it before you forget 
4657,détenteur,"holder, possessor, bearer",nadj, cette carte plastifiée devrait permettre à son détenteur de voter , this plastic card should allow the bearer to vote
4658,basque,Basque,nadj(f), il y avait un couple de jeunes basques aussi qui était venu au Sénégal , there was also a couple of Basque youths who came to Senegal
4659,soif,thirst,nf," si tu as soif, tu bois "," if you're thirsty, you drink "
4660,accumulation,"accumulation, amassing, storage, stockpiling, build-up",nf, il y a de dangereuses accumulations de neige , there are dangerous accumulations of snow 
4661,autoritaire,authoritarian,adj(f), c'est un régime extraordinairement autoritaire , its an extraordinarily authoritative regime 
4662,essor,"expansion, development, flight",nm, cette ville a pris un nouvel essor économique et touristique , this city has made new strides in the economy and tourism
4663,obséder,"to obsess, haunt",v, je ne suis pas obsédée du tout par la réussite , I'm not at all obsessed by success 
4664,intolérable,intolerable,adj(f), leurs conditions de vie deviennent intolérables , their living conditions are becoming intolerable
4665,rébellion,rebellion,nf," la rébellion va éclater, des gouvernments vont tomber! "," rebellion will break out, governments will fall!"
4666,préventif,preventive,adj, les antibiotiques sont utilisés de façon préventive , the antibiotics are used for prevention 
4667,désignation,designation,nf, une désignation rapide et positive est nécessaire , a swift and positive designation is necessary
4668,aimable,"pleasant, kind, nice",adj(f), je voulais juste être aimable , I just wanted to be likable 
4669,conformité,conformity,nf, on a un problème de conformité au niveau des registres , we have a consistency problem with the books
4670,pantalon,"trousers, pants",nm," ôtez votre pantalon et entrez, je vais vous examiner "," take off your pants and come in, I'm going to examine you"
4671,anormal,abnormal,nadj, c'est tout à fait anormal , it's completely abnormal 
4672,inhérent,inherent,adj, nous reconnaissons le droit inhérent des autochtones , we recognize the inherent rights of natives
4673,réconcilier,to reconcile,v, la mère et le fils se réconcilient , mother and son reconciled 
4674,réservoir,"tank, reservoir",nm, le réservoir ainsi formé est un immense lac , the reservoir thus formed is an immense lake 
4675,aveu,confession,nm, je considère votre silence comme un aveu , I take your silence to be a confession 
4676,emmerder,"to bug, bother",v, je serais bien emmerdé si tu attrapais une pneumonie , I would be pissed off if you catch a cold
4677,inondation,"flood, deluge",nf, l'école est fermée pour inondation , the school is closed due to flooding 
4678,câble,"cable, wire",nm, le câble est bloqué , the cable is blocked 
4679,poumon,lung,nm, ils respiraient à pleins poumons , they breathed very deeply 
4680,humble,"humble, lowly",adj(f), veuillez accepter mes humbles excuses , please accept my humble apologies 
4681,perturbation,"disruption, disturbance",nf, la circulation n'a pas connu d'importantes perturbations , traffic hasn't been greatly affected 
4682,brouiller,"to mix-up, confuse, scramble",v, le récit des confessions brouille tout , the written confession muddles up everything 
4683,illustration,illustration,nf, les illustrations sont originales , the illustrations are original 
4684,appliqué,"assiduous, industrious, careful",adj," oui, j'étais une élève appliquée "," yes, I was a diligent student "
4685,fermier,farmer,nadj, les fermiers ont des journées très remplies , farmers have very busy days 
4686,hanter,to haunt,v, tu hantes mes rêves , you haunt my dreams 
4687,cordon,"cord, string, lead",nm, elle a sectionné le cordon avec ses dents , she cut the cord with her teeth 
4688,néfaste,"harmful, ill-fated",adj(f), ces polluants sont néfastes pour tous , these pollutants are harmful to everyone 
4689,lasser,"to tire, weary, grow weary",v, je ne veux pas lasser le public , I don't want to make the public weary 
4690,influer,"to influence, have an influence on",v," chaque vie, influe sur les autres ", each life influences others 
4691,présentement,"at present, presently",adv, nous étudions ce besoin présentement , we're currently studying this need 
4692,plate-forme,platform,nf, ils restèrent debout sur la plate-forme , they remained standing on the platform 
4693,stopper,"to stop, halt",v, vous pourriez me stopper avec un seul mot , you could stop me with one single word 
4694,kurde,"Kurd, Kurdish",nadj(f), la langue kurde est interdite à l'école , the Kurdish language is forbidden at school 
4695,amusant,"funny, amusing, entertaining",nadj, j'avais trouvé une phrase amusante , I had found a funny phrase 
4696,tremblement,"shiver, trembling, shaking",nm, il y avait dans sa voix un tremblement , there was trembling in her voice 
4697,rail,"rail, track",nm, j'ai suivi les rails pour arriver ici , I followed the tracks to get here 
4698,fondamentalement,"basically, fundamentally, inherently",adv, telle est fondamentalement notre position , fundamentally that is our position 
4699,lampe,"lamp, light",nf, la scène est éclairée par une lampe à pétrole , the scene was lit by a kerosene lamp 
4700,triple,triple,nadj(f), t'as vu mon triple saut? je peux le refaire , did you see my triple jump? I can do it again 
4701,inchangé,unchanged,adj, l'état de la route demeure inchangé , road conditions remain unchanged 
4702,supplier,"to beg, implore",v," je t'en supplie, ne pars pas "," I beg you, don't leave "
4703,multiplication,multiplication,nf, j'avais prédit une multiplication de travail pour l'automne , I predicted an increase in workload for the fall
4704,camoufler,"to cover up, conceal, camouflage",v, certaines araignées changent leurs couleurs pour se camoufler , some spiders change colours as camouflage
4705,cliché,cliché; negative,nm, cette théorie est devenue un vieux cliché freudien , this theory has become an old Freudian cliché
4706,diamant,diamond,nm, c'est le plus beau diamant du monde , it's the most beautiful diamond in the world 
4707,guerrier,warrior; warlike,nadj, t'as une âme de guerrier , you have a warrior's soul 
4708,figer,"to clot, coagulate, congeal, set",v, le pauvre animal resta figé sur place , the poor animal remained frozen in its tracks 
4709,comique,"comical; comic, comedian",nadj(f), le malentendu serait plutôt comique , the misunderstanding would be rather comical 
4710,planification,planning,nf, ils doivent payer pour la mauvaise planification , they have to pay for bad planning 
4711,éloge,praise,nm, je ferai votre éloge , I will sing your praises 
4712,regroupement,"regrouping, reassembly",nm, ils inventent les regroupements de populations , they create population regroupings 
4713,odieux,"hateful, odious",adj(pl), ces façons de parler sont odieuses , these are heinous manners of speaking 
4714,désastreux,disastrous,adj(pl), ce sera un mariage désastreux , that will be a disastrous marriage 
4715,nocturne,"nocturnal, nocturne",nadj(f), ils ajustèrent leurs lunettes à vision nocturne , they adjusted their night vision goggles 
4716,configuration,"configuration, layout",nf, la configuration institutionnelle rendrait une partition très difficile , the institutional configuration would render a partition very difficult
4717,escompter,to discount; to expect,v, cela n'a pas eu les résultats escomptés , that didn't have the expected results 
4718,intensif,intensive,nadj, une telle traduction représente un travail intensif , a translation like this involves intense work
4719,scepticisme,scepticism,nm, je vous concède que le scepticisme n'est pas très sexy , I admit that scepticism isn't very sexy 
4720,croisière,cruise,nf, on a décidé de faire cette croisière en Mer Rouge , we decided to take a Red Sea cruise 
4721,plénier,"plenary, full",adj, l'assemblée plénière est tombée d'accord , the plenary assembly came to agreement 
4722,athlète,athlete,"nm,nf", les athlètes doivent être de bons leaders , athletes must be good leaders 
4723,poil,"hair, bristle",nm, il est allergique au poil de chat , he's allergic to cat hair 
4724,épanouir,"to bloom, blossom",v, elle est très vivante et s'épanouit de plus en plus , she's very lively and is blossoming more and more
4725,minimiser,"to minimize, play down",v, il tend donc à minimiser le problème , so he tends to minimize the problem 
4726,inévitablement,inevitably,adv, le chômage augmenterait inévitablement , unemployment would inevitably increase 
4727,informé,informed,nadj, la population doit être mieux informée au sujet , the population must be better informed on the subject
4728,islam,Islam,nm, l'Islam est aujourd'hui la deuxième religion de France , Islam is the second largest religion in France today
4729,échéant,if need be,adj, c'est moi qui le cas échéant prendrai la décision , I'm the one who will make the decision if necessary
